id,contestId,creationTimeSeconds,relativeTimeSeconds,problem,author,programmingLanguage,verdict,testset,passedTestCount,timeConsumedMillis,memoryConsumedBytes
288667459,2026,1730177327,2147483647,"{'contestId': 2026, 'index': 'E', 'name': 'Best Subsequence', 'type': 'PROGRAMMING', 'rating': 2500, 'tags': ['bitmasks', 'dfs and similar', 'flows', 'graph matchings', 'graphs']}","{'contestId': 2026, 'members': [{'handle': 'Jiangnan111'}], 'participantType': 'PRACTICE', 'ghost': False, 'startTimeSeconds': 1730126100}",C++20 (GCC 13-64),RUNTIME_ERROR,TESTS,3,31,102400
288667395,2026,1730177281,2147483647,"{'contestId': 2026, 'index': 'E', 'name': 'Best Subsequence', 'type': 'PROGRAMMING', 'rating': 2500, 'tags': ['bitmasks', 'dfs and similar', 'flows', 'graph matchings', 'graphs']}","{'contestId': 2026, 'members': [{'handle': 'Jiangnan111'}], 'participantType': 'PRACTICE', 'ghost': False, 'startTimeSeconds': 1730126100}",C++20 (GCC 13-64),COMPILATION_ERROR,TESTS,0,0,0
288667351,2026,1730177251,2147483647,"{'contestId': 2026, 'index': 'E', 'name': 'Best Subsequence', 'type': 'PROGRAMMING', 'rating': 2500, 'tags': ['bitmasks', 'dfs and similar', 'flows', 'graph matchings', 'graphs']}","{'contestId': 2026, 'members': [{'handle': 'Jiangnan111'}], 'participantType': 'PRACTICE', 'ghost': False, 'startTimeSeconds': 1730126100}",C++17 (GCC 7-32),COMPILATION_ERROR,TESTS,0,0,0
288591585,2026,1730131949,5849,"{'contestId': 2026, 'index': 'D', 'name': 'Sums of Segments', 'type': 'PROGRAMMING', 'rating': 1900, 'tags': ['binary search', 'data structures', 'dp', 'implementation', 'math']}","{'contestId': 2026, 'members': [{'handle': 'Jiangnan111'}], 'participantType': 'CONTESTANT', 'ghost': False, 'startTimeSeconds': 1730126100}",C++17 (GCC 7-32),OK,TESTS,21,577,9625600
288550001,2026,1730128324,2224,"{'contestId': 2026, 'index': 'C', 'name': 'Action Figures', 'type': 'PROGRAMMING', 'rating': 1500, 'tags': ['binary search', 'brute force', 'constructive algorithms', 'data structures', 'greedy', 'implementation']}","{'contestId': 2026, 'members': [{'handle': 'Jiangnan111'}], 'participantType': 'CONTESTANT', 'ghost': False, 'startTimeSeconds': 1730126100}",C++20 (GCC 13-64),OK,TESTS,10,61,3686400
288529585,2026,1730127184,1084,"{'contestId': 2026, 'index': 'B', 'name': 'Black Cells', 'type': 'PROGRAMMING', 'rating': 1300, 'tags': ['binary search', 'brute force', 'constructive algorithms', 'greedy']}","{'contestId': 2026, 'members': [{'handle': 'Jiangnan111'}], 'participantType': 'CONTESTANT', 'ghost': False, 'startTimeSeconds': 1730126100}",C++20 (GCC 13-64),OK,TESTS,9,46,102400
288516043,2026,1730126513,413,"{'contestId': 2026, 'index': 'A', 'name': 'Perpendicular Segments', 'type': 'PROGRAMMING', 'rating': 900, 'tags': ['constructive algorithms', 'geometry', 'greedy', 'math']}","{'contestId': 2026, 'members': [{'handle': 'Jiangnan111'}], 'participantType': 'CONTESTANT', 'ghost': False, 'startTimeSeconds': 1730126100}",C++20 (GCC 13-64),OK,TESTS,19,62,0
288515152,2026,1730126475,375,"{'contestId': 2026, 'index': 'A', 'name': 'Perpendicular Segments', 'type': 'PROGRAMMING', 'rating': 900, 'tags': ['constructive algorithms', 'geometry', 'greedy', 'math']}","{'contestId': 2026, 'members': [{'handle': 'Jiangnan111'}], 'participantType': 'CONTESTANT', 'ghost': False, 'startTimeSeconds': 1730126100}",C++20 (GCC 13-64),WRONG_ANSWER,TESTS,0,46,0
288513184,2026,1730126388,288,"{'contestId': 2026, 'index': 'A', 'name': 'Perpendicular Segments', 'type': 'PROGRAMMING', 'rating': 900, 'tags': ['constructive algorithms', 'geometry', 'greedy', 'math']}","{'contestId': 2026, 'members': [{'handle': 'Jiangnan111'}], 'participantType': 'CONTESTANT', 'ghost': False, 'startTimeSeconds': 1730126100}",C++20 (GCC 13-64),WRONG_ANSWER,TESTS,0,46,0
288435065,2035,1730101020,2147483647,"{'contestId': 2035, 'index': 'A', 'name': 'Sliding', 'type': 'PROGRAMMING', 'points': 250.0, 'rating': 800, 'tags': ['implementation', 'math']}","{'contestId': 2035, 'members': [{'handle': 'Jiangnan111'}], 'participantType': 'PRACTICE', 'ghost': False, 'startTimeSeconds': 1730039700}",C++20 (GCC 13-64),OK,TESTS,4,62,102400
288434555,2035,1730100755,2147483647,"{'contestId': 2035, 'index': 'D', 'name': 'Yet Another Real Number Problem', 'type': 'PROGRAMMING', 'points': 1500.0, 'rating': 1800, 'tags': ['binary search', 'data structures', 'divide and conquer', 'greedy', 'implementation', 'math']}","{'contestId': 2035, 'members': [{'handle': 'Jiangnan111'}], 'participantType': 'PRACTICE', 'ghost': False, 'startTimeSeconds': 1730039700}",C++20 (GCC 13-64),OK,TESTS,25,156,102400
288434381,2035,1730100674,2147483647,"{'contestId': 2035, 'index': 'D', 'name': 'Yet Another Real Number Problem', 'type': 'PROGRAMMING', 'points': 1500.0, 'rating': 1800, 'tags': ['binary search', 'data structures', 'divide and conquer', 'greedy', 'implementation', 'math']}","{'contestId': 2035, 'members': [{'handle': 'Jiangnan111'}], 'participantType': 'PRACTICE', 'ghost': False, 'startTimeSeconds': 1730039700}",C++20 (GCC 13-64),WRONG_ANSWER,TESTS,2,124,0
288421647,2035,1730093342,2147483647,"{'contestId': 2035, 'index': 'C', 'name': 'Alya and Permutation', 'type': 'PROGRAMMING', 'points': 1000.0, 'rating': 1400, 'tags': ['bitmasks', 'constructive algorithms', 'math']}","{'contestId': 2035, 'members': [{'handle': 'Jiangnan111'}], 'participantType': 'PRACTICE', 'ghost': False, 'startTimeSeconds': 1730039700}",C++20 (GCC 13-64),OK,TESTS,7,46,102400
288421037,2035,1730092872,2147483647,"{'contestId': 2035, 'index': 'C', 'name': 'Alya and Permutation', 'type': 'PROGRAMMING', 'points': 1000.0, 'rating': 1400, 'tags': ['bitmasks', 'constructive algorithms', 'math']}","{'contestId': 2035, 'members': [{'handle': 'Jiangnan111'}], 'participantType': 'PRACTICE', 'ghost': False, 'startTimeSeconds': 1730039700}",C++20 (GCC 13-64),WRONG_ANSWER,TESTS,0,46,0
288419432,2035,1730091555,2147483647,"{'contestId': 2035, 'index': 'B', 'name': 'Everyone Loves Tres', 'type': 'PROGRAMMING', 'points': 500.0, 'rating': 900, 'tags': ['constructive algorithms', 'greedy', 'math', 'number theory']}","{'contestId': 2035, 'members': [{'handle': 'Jiangnan111'}], 'participantType': 'PRACTICE', 'ghost': False, 'startTimeSeconds': 1730039700}",C++20 (GCC 13-64),OK,TESTS,6,46,102400
288419347,2035,1730091472,2147483647,"{'contestId': 2035, 'index': 'B', 'name': 'Everyone Loves Tres', 'type': 'PROGRAMMING', 'points': 500.0, 'rating': 900, 'tags': ['constructive algorithms', 'greedy', 'math', 'number theory']}","{'contestId': 2035, 'members': [{'handle': 'Jiangnan111'}], 'participantType': 'PRACTICE', 'ghost': False, 'startTimeSeconds': 1730039700}",C++20 (GCC 13-64),WRONG_ANSWER,TESTS,1,30,102400
288419281,2035,1730091411,2147483647,"{'contestId': 2035, 'index': 'B', 'name': 'Everyone Loves Tres', 'type': 'PROGRAMMING', 'points': 500.0, 'rating': 900, 'tags': ['constructive algorithms', 'greedy', 'math', 'number theory']}","{'contestId': 2035, 'members': [{'handle': 'Jiangnan111'}], 'participantType': 'PRACTICE', 'ghost': False, 'startTimeSeconds': 1730039700}",C++20 (GCC 13-64),WRONG_ANSWER,TESTS,1,31,102400
288419229,2035,1730091369,2147483647,"{'contestId': 2035, 'index': 'B', 'name': 'Everyone Loves Tres', 'type': 'PROGRAMMING', 'points': 500.0, 'rating': 900, 'tags': ['constructive algorithms', 'greedy', 'math', 'number theory']}","{'contestId': 2035, 'members': [{'handle': 'Jiangnan111'}], 'participantType': 'PRACTICE', 'ghost': False, 'startTimeSeconds': 1730039700}",C++20 (GCC 13-64),WRONG_ANSWER,TESTS,0,30,102400
288419161,2035,1730091303,2147483647,"{'contestId': 2035, 'index': 'B', 'name': 'Everyone Loves Tres', 'type': 'PROGRAMMING', 'points': 500.0, 'rating': 900, 'tags': ['constructive algorithms', 'greedy', 'math', 'number theory']}","{'contestId': 2035, 'members': [{'handle': 'Jiangnan111'}], 'participantType': 'PRACTICE', 'ghost': False, 'startTimeSeconds': 1730039700}",C++20 (GCC 13-64),WRONG_ANSWER,TESTS,1,46,102400
288419063,2035,1730091218,2147483647,"{'contestId': 2035, 'index': 'B', 'name': 'Everyone Loves Tres', 'type': 'PROGRAMMING', 'points': 500.0, 'rating': 900, 'tags': ['constructive algorithms', 'greedy', 'math', 'number theory']}","{'contestId': 2035, 'members': [{'handle': 'Jiangnan111'}], 'participantType': 'PRACTICE', 'ghost': False, 'startTimeSeconds': 1730039700}",C++20 (GCC 13-64),WRONG_ANSWER,TESTS,0,46,0
288418983,2035,1730091161,2147483647,"{'contestId': 2035, 'index': 'B', 'name': 'Everyone Loves Tres', 'type': 'PROGRAMMING', 'points': 500.0, 'rating': 900, 'tags': ['constructive algorithms', 'greedy', 'math', 'number theory']}","{'contestId': 2035, 'members': [{'handle': 'Jiangnan111'}], 'participantType': 'PRACTICE', 'ghost': False, 'startTimeSeconds': 1730039700}",C++20 (GCC 13-64),WRONG_ANSWER,TESTS,1,46,102400
288418639,2035,1730090865,2147483647,"{'contestId': 2035, 'index': 'B', 'name': 'Everyone Loves Tres', 'type': 'PROGRAMMING', 'points': 500.0, 'rating': 900, 'tags': ['constructive algorithms', 'greedy', 'math', 'number theory']}","{'contestId': 2035, 'members': [{'handle': 'Jiangnan111'}], 'participantType': 'PRACTICE', 'ghost': False, 'startTimeSeconds': 1730039700}",C++20 (GCC 13-64),WRONG_ANSWER,TESTS,1,46,0
288417831,2035,1730090166,2147483647,"{'contestId': 2035, 'index': 'B', 'name': 'Everyone Loves Tres', 'type': 'PROGRAMMING', 'points': 500.0, 'rating': 900, 'tags': ['constructive algorithms', 'greedy', 'math', 'number theory']}","{'contestId': 2035, 'members': [{'handle': 'Jiangnan111'}], 'participantType': 'PRACTICE', 'ghost': False, 'startTimeSeconds': 1730039700}",C++20 (GCC 13-64),WRONG_ANSWER,TESTS,1,31,0
288321551,104160,1730042131,2147483647,"{'contestId': 104160, 'index': 'F', 'name': 'Half Mixed', 'type': 'PROGRAMMING', 'tags': []}","{'contestId': 104160, 'members': [{'handle': 'Jiangnan111'}], 'participantType': 'PRACTICE', 'ghost': False, 'startTimeSeconds': 1667707200}",C++20 (GCC 13-64),OK,TESTS,33,436,4198400
288264832,104160,1730026651,2147483647,"{'contestId': 104160, 'index': 'A', 'name': 'Absolute Difference', 'type': 'PROGRAMMING', 'tags': []}","{'contestId': 104160, 'members': [{'handle': 'Jiangnan111'}], 'participantType': 'PRACTICE', 'ghost': False, 'startTimeSeconds': 1667707200}",C++20 (GCC 13-64),WRONG_ANSWER,TESTS,2,46,102400
288255546,104160,1730022333,16833,"{'contestId': 104160, 'index': 'A', 'name': 'Absolute Difference', 'type': 'PROGRAMMING', 'tags': []}","{'contestId': 104160, 'members': [{'handle': 'Jiangnan111'}, {'handle': 'FXLY_awa'}, {'handle': 'Jarvis_Z'}], 'participantType': 'VIRTUAL', 'teamId': 167632, 'teamName': 'Surrounded by 2D apes', 'ghost': False, 'startTimeSeconds': 1730005500}",C++17 (GCC 7-32),WRONG_ANSWER,TESTS,2,46,102400
288255032,104160,1730022107,16607,"{'contestId': 104160, 'index': 'A', 'name': 'Absolute Difference', 'type': 'PROGRAMMING', 'tags': []}","{'contestId': 104160, 'members': [{'handle': 'Jiangnan111'}, {'handle': 'FXLY_awa'}, {'handle': 'Jarvis_Z'}], 'participantType': 'VIRTUAL', 'teamId': 167632, 'teamName': 'Surrounded by 2D apes', 'ghost': False, 'startTimeSeconds': 1730005500}",C++20 (GCC 13-64),WRONG_ANSWER,TESTS,2,46,0
288253341,104160,1730021355,15855,"{'contestId': 104160, 'index': 'A', 'name': 'Absolute Difference', 'type': 'PROGRAMMING', 'tags': []}","{'contestId': 104160, 'members': [{'handle': 'Jiangnan111'}, {'handle': 'FXLY_awa'}, {'handle': 'Jarvis_Z'}], 'participantType': 'VIRTUAL', 'teamId': 167632, 'teamName': 'Surrounded by 2D apes', 'ghost': False, 'startTimeSeconds': 1730005500}",C++17 (GCC 7-32),WRONG_ANSWER,TESTS,2,46,0
288249381,104160,1730019504,14004,"{'contestId': 104160, 'index': 'H', 'name': 'P-P-Palindrome', 'type': 'PROGRAMMING', 'tags': []}","{'contestId': 104160, 'members': [{'handle': 'Jiangnan111'}, {'handle': 'FXLY_awa'}, {'handle': 'Jarvis_Z'}], 'participantType': 'VIRTUAL', 'teamId': 167632, 'teamName': 'Surrounded by 2D apes', 'ghost': False, 'startTimeSeconds': 1730005500}",C++17 (GCC 7-32),OK,TESTS,56,124,424140800
288249313,104160,1730019471,13971,"{'contestId': 104160, 'index': 'H', 'name': 'P-P-Palindrome', 'type': 'PROGRAMMING', 'tags': []}","{'contestId': 104160, 'members': [{'handle': 'Jiangnan111'}, {'handle': 'FXLY_awa'}, {'handle': 'Jarvis_Z'}], 'participantType': 'VIRTUAL', 'teamId': 167632, 'teamName': 'Surrounded by 2D apes', 'ghost': False, 'startTimeSeconds': 1730005500}",C++17 (GCC 7-32),MEMORY_LIMIT_EXCEEDED,TESTS,0,46,536883200
288249171,104160,1730019406,13906,"{'contestId': 104160, 'index': 'H', 'name': 'P-P-Palindrome', 'type': 'PROGRAMMING', 'tags': []}","{'contestId': 104160, 'members': [{'handle': 'Jiangnan111'}, {'handle': 'FXLY_awa'}, {'handle': 'Jarvis_Z'}], 'participantType': 'VIRTUAL', 'teamId': 167632, 'teamName': 'Surrounded by 2D apes', 'ghost': False, 'startTimeSeconds': 1730005500}",C++17 (GCC 7-32),RUNTIME_ERROR,TESTS,42,93,282624000
288248854,104160,1730019267,13767,"{'contestId': 104160, 'index': 'H', 'name': 'P-P-Palindrome', 'type': 'PROGRAMMING', 'tags': []}","{'contestId': 104160, 'members': [{'handle': 'Jiangnan111'}, {'handle': 'FXLY_awa'}, {'handle': 'Jarvis_Z'}], 'participantType': 'VIRTUAL', 'teamId': 167632, 'teamName': 'Surrounded by 2D apes', 'ghost': False, 'startTimeSeconds': 1730005500}",C++20 (GCC 13-64),COMPILATION_ERROR,TESTS,0,0,0
288226090,104160,1730008223,2723,"{'contestId': 104160, 'index': 'L', 'name': 'Tavern Chess', 'type': 'PROGRAMMING', 'tags': []}","{'contestId': 104160, 'members': [{'handle': 'Jiangnan111'}, {'handle': 'FXLY_awa'}, {'handle': 'Jarvis_Z'}], 'participantType': 'VIRTUAL', 'teamId': 167632, 'teamName': 'Surrounded by 2D apes', 'ghost': False, 'startTimeSeconds': 1730005500}",C++20 (GCC 13-64),OK,TESTS,60,312,102400
288223748,104160,1730006939,1439,"{'contestId': 104160, 'index': 'C', 'name': 'Clamped Sequence', 'type': 'PROGRAMMING', 'tags': []}","{'contestId': 104160, 'members': [{'handle': 'Jiangnan111'}, {'handle': 'FXLY_awa'}, {'handle': 'Jarvis_Z'}], 'participantType': 'VIRTUAL', 'teamId': 167632, 'teamName': 'Surrounded by 2D apes', 'ghost': False, 'startTimeSeconds': 1730005500}",C++20 (GCC 13-64),OK,TESTS,51,124,102400
288223445,104160,1730006768,1268,"{'contestId': 104160, 'index': 'C', 'name': 'Clamped Sequence', 'type': 'PROGRAMMING', 'tags': []}","{'contestId': 104160, 'members': [{'handle': 'Jiangnan111'}, {'handle': 'FXLY_awa'}, {'handle': 'Jarvis_Z'}], 'participantType': 'VIRTUAL', 'teamId': 167632, 'teamName': 'Surrounded by 2D apes', 'ghost': False, 'startTimeSeconds': 1730005500}",C++20 (GCC 13-64),WRONG_ANSWER,TESTS,11,78,0
288221664,104160,1730005705,205,"{'contestId': 104160, 'index': 'D', 'name': 'DRX vs. T1', 'type': 'PROGRAMMING', 'tags': []}","{'contestId': 104160, 'members': [{'handle': 'Jiangnan111'}, {'handle': 'FXLY_awa'}, {'handle': 'Jarvis_Z'}], 'participantType': 'VIRTUAL', 'teamId': 167632, 'teamName': 'Surrounded by 2D apes', 'ghost': False, 'startTimeSeconds': 1730005500}",C++20 (GCC 13-64),OK,TESTS,20,46,102400
288144358,2027,1729956490,3190,"{'contestId': 2027, 'index': 'D1', 'name': 'The Endspeaker (Easy Version)', 'type': 'PROGRAMMING', 'points': 1250.0, 'rating': 1700, 'tags': ['binary search', 'dp', 'graphs', 'greedy', 'implementation', 'two pointers']}","{'contestId': 2027, 'members': [{'handle': 'Jiangnan111'}], 'participantType': 'CONTESTANT', 'ghost': False, 'room': 69, 'startTimeSeconds': 1729953300}",C++20 (GCC 13-64),OK,TESTS,30,171,51712000
288125747,2027,1729954582,1282,"{'contestId': 2027, 'index': 'C', 'name': 'Add Zeros', 'type': 'PROGRAMMING', 'points': 1250.0, 'rating': 1500, 'tags': ['brute force', 'data structures', 'dfs and similar', 'dp', 'graphs', 'greedy']}","{'contestId': 2027, 'members': [{'handle': 'Jiangnan111'}], 'participantType': 'CONTESTANT', 'ghost': False, 'room': 69, 'startTimeSeconds': 1729953300}",C++20 (GCC 13-64),OK,TESTS,16,1124,63897600
288117948,2027,1729953943,643,"{'contestId': 2027, 'index': 'B', 'name': 'Stalin Sort', 'type': 'PROGRAMMING', 'points': 1000.0, 'rating': 1100, 'tags': ['brute force', 'greedy']}","{'contestId': 2027, 'members': [{'handle': 'Jiangnan111'}], 'participantType': 'CONTESTANT', 'ghost': False, 'room': 69, 'startTimeSeconds': 1729953300}",C++20 (GCC 13-64),OK,TESTS,10,62,0
288111527,2027,1729953503,203,"{'contestId': 2027, 'index': 'A', 'name': 'Rectangle Arrangement', 'type': 'PROGRAMMING', 'points': 500.0, 'rating': 800, 'tags': ['geometry', 'implementation', 'math']}","{'contestId': 2027, 'members': [{'handle': 'Jiangnan111'}], 'participantType': 'CONTESTANT', 'ghost': False, 'room': 69, 'startTimeSeconds': 1729953300}",C++20 (GCC 13-64),OK,TESTS,3,61,102400
288103366,2033,1729950160,2147483647,"{'contestId': 2033, 'index': 'F', 'name': ""Kosuke's Sloth"", 'type': 'PROGRAMMING', 'rating': 1800, 'tags': ['brute force', 'math', 'number theory']}","{'contestId': 2033, 'members': [{'handle': 'Jiangnan111'}], 'participantType': 'PRACTICE', 'ghost': False, 'startTimeSeconds': 1729780500}",C++20 (GCC 13-64),OK,TESTS,19,78,102400
288102891,2033,1729949939,2147483647,"{'contestId': 2033, 'index': 'E', 'name': 'Sakurako, Kosuke, and the Permutation', 'type': 'PROGRAMMING', 'rating': 1400, 'tags': ['brute force', 'data structures', 'dfs and similar', 'dsu', 'graphs', 'greedy', 'math']}","{'contestId': 2033, 'members': [{'handle': 'Jiangnan111'}], 'participantType': 'PRACTICE', 'ghost': False, 'startTimeSeconds': 1729780500}",C++20 (GCC 13-64),OK,TESTS,12,280,12390400
288102768,2033,1729949888,2147483647,"{'contestId': 2033, 'index': 'D', 'name': ""Kousuke's Assignment"", 'type': 'PROGRAMMING', 'rating': 1300, 'tags': ['data structures', 'dp', 'dsu', 'greedy', 'math']}","{'contestId': 2033, 'members': [{'handle': 'Jiangnan111'}], 'participantType': 'PRACTICE', 'ghost': False, 'startTimeSeconds': 1729780500}",C++20 (GCC 13-64),OK,TESTS,57,171,5427200
288102644,2033,1729949835,2147483647,"{'contestId': 2033, 'index': 'C', 'name': ""Sakurako's Field Trip"", 'type': 'PROGRAMMING', 'rating': 1400, 'tags': ['dp', 'greedy', 'two pointers']}","{'contestId': 2033, 'members': [{'handle': 'Jiangnan111'}], 'participantType': 'PRACTICE', 'ghost': False, 'startTimeSeconds': 1729780500}",C++20 (GCC 13-64),OK,TESTS,4,46,2150400
288102542,2033,1729949789,2147483647,"{'contestId': 2033, 'index': 'B', 'name': 'Sakurako and Water', 'type': 'PROGRAMMING', 'rating': 900, 'tags': ['brute force', 'constructive algorithms', 'greedy']}","{'contestId': 2033, 'members': [{'handle': 'Jiangnan111'}], 'participantType': 'PRACTICE', 'ghost': False, 'startTimeSeconds': 1729780500}",C++20 (GCC 13-64),OK,TESTS,3,109,2150400
288102407,2033,1729949730,2147483647,"{'contestId': 2033, 'index': 'A', 'name': 'Sakurako and Kosuke', 'type': 'PROGRAMMING', 'rating': 800, 'tags': ['constructive algorithms', 'implementation', 'math']}","{'contestId': 2033, 'members': [{'handle': 'Jiangnan111'}], 'participantType': 'PRACTICE', 'ghost': False, 'startTimeSeconds': 1729780500}",C++20 (GCC 13-64),OK,TESTS,2,30,0
288077348,104869,1729942453,17713,"{'contestId': 104869, 'index': 'K', 'name': 'Maximum Rating', 'type': 'PROGRAMMING', 'tags': []}","{'contestId': 104869, 'members': [{'handle': 'Jarvis_Z'}, {'handle': 'Jiangnan111'}, {'handle': 'FXLY_awa'}], 'participantType': 'VIRTUAL', 'teamId': 167632, 'teamName': 'Surrounded by 2D apes', 'ghost': False, 'startTimeSeconds': 1729924740}",C++20 (GCC 13-64),WRONG_ANSWER,TESTS,1,46,84275200
288076666,104869,1729942133,17393,"{'contestId': 104869, 'index': 'K', 'name': 'Maximum Rating', 'type': 'PROGRAMMING', 'tags': []}","{'contestId': 104869, 'members': [{'handle': 'Jarvis_Z'}, {'handle': 'Jiangnan111'}, {'handle': 'FXLY_awa'}], 'participantType': 'VIRTUAL', 'teamId': 167632, 'teamName': 'Surrounded by 2D apes', 'ghost': False, 'startTimeSeconds': 1729924740}",C++20 (GCC 13-64),WRONG_ANSWER,TESTS,1,62,84275200
288075909,104869,1729941799,17059,"{'contestId': 104869, 'index': 'K', 'name': 'Maximum Rating', 'type': 'PROGRAMMING', 'tags': []}","{'contestId': 104869, 'members': [{'handle': 'Jarvis_Z'}, {'handle': 'Jiangnan111'}, {'handle': 'FXLY_awa'}], 'participantType': 'VIRTUAL', 'teamId': 167632, 'teamName': 'Surrounded by 2D apes', 'ghost': False, 'startTimeSeconds': 1729924740}",C++20 (GCC 13-64),WRONG_ANSWER,TESTS,1,62,84377600
288075477,104869,1729941598,16858,"{'contestId': 104869, 'index': 'K', 'name': 'Maximum Rating', 'type': 'PROGRAMMING', 'tags': []}","{'contestId': 104869, 'members': [{'handle': 'Jarvis_Z'}, {'handle': 'Jiangnan111'}, {'handle': 'FXLY_awa'}], 'participantType': 'VIRTUAL', 'teamId': 167632, 'teamName': 'Surrounded by 2D apes', 'ghost': False, 'startTimeSeconds': 1729924740}",C++20 (GCC 13-64),WRONG_ANSWER,TESTS,1,61,88064000
288074489,104869,1729941129,16389,"{'contestId': 104869, 'index': 'K', 'name': 'Maximum Rating', 'type': 'PROGRAMMING', 'tags': []}","{'contestId': 104869, 'members': [{'handle': 'Jarvis_Z'}, {'handle': 'Jiangnan111'}, {'handle': 'FXLY_awa'}], 'participantType': 'VIRTUAL', 'teamId': 167632, 'teamName': 'Surrounded by 2D apes', 'ghost': False, 'startTimeSeconds': 1729924740}",C++20 (GCC 13-64),WRONG_ANSWER,TESTS,1,61,84480000
288073173,104869,1729940496,15756,"{'contestId': 104869, 'index': 'K', 'name': 'Maximum Rating', 'type': 'PROGRAMMING', 'tags': []}","{'contestId': 104869, 'members': [{'handle': 'Jarvis_Z'}, {'handle': 'Jiangnan111'}, {'handle': 'FXLY_awa'}], 'participantType': 'VIRTUAL', 'teamId': 167632, 'teamName': 'Surrounded by 2D apes', 'ghost': False, 'startTimeSeconds': 1729924740}",C++20 (GCC 13-64),WRONG_ANSWER,TESTS,0,46,84275200
288069247,104869,1729938719,13979,"{'contestId': 104869, 'index': 'K', 'name': 'Maximum Rating', 'type': 'PROGRAMMING', 'tags': []}","{'contestId': 104869, 'members': [{'handle': 'Jarvis_Z'}, {'handle': 'Jiangnan111'}, {'handle': 'FXLY_awa'}], 'participantType': 'VIRTUAL', 'teamId': 167632, 'teamName': 'Surrounded by 2D apes', 'ghost': False, 'startTimeSeconds': 1729924740}",C++20 (GCC 13-64),WRONG_ANSWER,TESTS,0,46,84582400
288067686,104869,1729937993,13253,"{'contestId': 104869, 'index': 'K', 'name': 'Maximum Rating', 'type': 'PROGRAMMING', 'tags': []}","{'contestId': 104869, 'members': [{'handle': 'Jarvis_Z'}, {'handle': 'Jiangnan111'}, {'handle': 'FXLY_awa'}], 'participantType': 'VIRTUAL', 'teamId': 167632, 'teamName': 'Surrounded by 2D apes', 'ghost': False, 'startTimeSeconds': 1729924740}",C++20 (GCC 13-64),WRONG_ANSWER,TESTS,1,93,84377600
288065201,104869,1729936892,12152,"{'contestId': 104869, 'index': 'K', 'name': 'Maximum Rating', 'type': 'PROGRAMMING', 'tags': []}","{'contestId': 104869, 'members': [{'handle': 'Jarvis_Z'}, {'handle': 'Jiangnan111'}, {'handle': 'FXLY_awa'}], 'participantType': 'VIRTUAL', 'teamId': 167632, 'teamName': 'Surrounded by 2D apes', 'ghost': False, 'startTimeSeconds': 1729924740}",C++20 (GCC 13-64),WRONG_ANSWER,TESTS,0,93,84582400
288051754,104869,1729931178,6438,"{'contestId': 104869, 'index': 'E', 'name': 'Sheep Eat Wolves', 'type': 'PROGRAMMING', 'tags': []}","{'contestId': 104869, 'members': [{'handle': 'Jarvis_Z'}, {'handle': 'Jiangnan111'}, {'handle': 'FXLY_awa'}], 'participantType': 'VIRTUAL', 'teamId': 167632, 'teamName': 'Surrounded by 2D apes', 'ghost': False, 'startTimeSeconds': 1729924740}",C++20 (GCC 13-64),OK,TESTS,49,296,350208000
288043467,104869,1729927577,2837,"{'contestId': 104869, 'index': 'J', 'name': 'Graft and Transplant', 'type': 'PROGRAMMING', 'tags': []}","{'contestId': 104869, 'members': [{'handle': 'Jarvis_Z'}, {'handle': 'Jiangnan111'}, {'handle': 'FXLY_awa'}], 'participantType': 'VIRTUAL', 'teamId': 167632, 'teamName': 'Surrounded by 2D apes', 'ghost': False, 'startTimeSeconds': 1729924740}",C++20 (GCC 13-64),OK,TESTS,127,77,102400
288042700,104869,1729927264,2524,"{'contestId': 104869, 'index': 'J', 'name': 'Graft and Transplant', 'type': 'PROGRAMMING', 'tags': []}","{'contestId': 104869, 'members': [{'handle': 'Jarvis_Z'}, {'handle': 'Jiangnan111'}, {'handle': 'FXLY_awa'}], 'participantType': 'VIRTUAL', 'teamId': 167632, 'teamName': 'Surrounded by 2D apes', 'ghost': False, 'startTimeSeconds': 1729924740}",C++20 (GCC 13-64),WRONG_ANSWER,TESTS,2,30,102400
288037500,104869,1729925067,327,"{'contestId': 104869, 'index': 'C', 'name': 'Swiss Stage', 'type': 'PROGRAMMING', 'tags': []}","{'contestId': 104869, 'members': [{'handle': 'Jarvis_Z'}, {'handle': 'Jiangnan111'}, {'handle': 'FXLY_awa'}], 'participantType': 'VIRTUAL', 'teamId': 167632, 'teamName': 'Surrounded by 2D apes', 'ghost': False, 'startTimeSeconds': 1729924740}",C++20 (GCC 13-64),OK,TESTS,9,46,102400
287861838,20,1729834155,2147483647,"{'contestId': 20, 'index': 'C', 'name': 'Dijkstra?', 'type': 'PROGRAMMING', 'points': 1500.0, 'rating': 1900, 'tags': ['graphs', 'shortest paths']}","{'contestId': 20, 'members': [{'handle': 'Jiangnan111'}], 'participantType': 'PRACTICE', 'ghost': False, 'startTimeSeconds': 1276875000}",C++17 (GCC 7-32),OK,TESTS,33,140,10035200
287861746,20,1729834090,2147483647,"{'contestId': 20, 'index': 'C', 'name': 'Dijkstra?', 'type': 'PROGRAMMING', 'points': 1500.0, 'rating': 1900, 'tags': ['graphs', 'shortest paths']}","{'contestId': 20, 'members': [{'handle': 'Jiangnan111'}], 'participantType': 'PRACTICE', 'ghost': False, 'startTimeSeconds': 1276875000}",C++17 (GCC 7-32),WRONG_ANSWER,TESTS,3,46,1638400
