contestId,index,name,type,points,tags,rating
1838,B,Minimize Permutation Subarrays,PROGRAMMING,1000.0,"['constructive algorithms', 'math']",1100
1838,A,Blackboard List,PROGRAMMING,500.0,"['constructive algorithms', 'math']",800
1837,F,Editorial for Two,PROGRAMMING,,"['binary search', 'data structures', 'greedy', 'implementation']",2400
1837,E,Playoff Fixing,PROGRAMMING,,"['combinatorics', 'trees']",2200
1837,D,Bracket Coloring,PROGRAMMING,,"['constructive algorithms', 'greedy']",1400
1837,C,Best Binary String,PROGRAMMING,,"['constructive algorithms', 'greedy']",1000
1837,B,Comparison String,PROGRAMMING,,['greedy'],900
1837,A,Grasshopper on a Line,PROGRAMMING,,"['constructive algorithms', 'math']",800
1836,B,Astrophysicists,PROGRAMMING,1000.0,"['greedy', 'math']",1100
1836,A,Destroyer,PROGRAMMING,750.0,"['implementation', 'sortings']",800
1835,F,Good Graph,PROGRAMMING,3000.0,"['bitmasks', 'dfs and similar', 'graph matchings', 'graphs', 'implementation']",3500
1835,E,Old Mobile,PROGRAMMING,2250.0,"['combinatorics', 'dp', 'probabilities']",3500
1835,D,Doctor's Brown Hypothesis,PROGRAMMING,1750.0,"['dfs and similar', 'graphs', 'math', 'number theory']",2900
1835,C,Twin Clusters,PROGRAMMING,1500.0,"['bitmasks', 'brute force', 'constructive algorithms', 'math', 'probabilities']",2600
1835,B,Lottery,PROGRAMMING,1250.0,"['binary search', 'brute force', 'greedy', 'math', 'two pointers']",2500
1835,A,k-th equality,PROGRAMMING,500.0,"['brute force', 'implementation', 'math']",1700
1834,F,Typewriter,PROGRAMMING,3000.0,"['brute force', 'math']",2500
1834,E,MEX of LCM,PROGRAMMING,2500.0,"['binary search', 'data structures', 'implementation', 'math', 'number theory']",2300
1834,D,Survey in Class,PROGRAMMING,1750.0,"['brute force', 'data structures', 'greedy', 'implementation', 'sortings']",1900
1834,C,Game with Reversing,PROGRAMMING,1250.0,"['games', 'greedy', 'math', 'strings']",1200
1834,B,Maximum Strength,PROGRAMMING,1000.0,"['greedy', 'math']",1000
1834,A,Unit Array,PROGRAMMING,500.0,"['greedy', 'math']",800
1833,G,Ksyusha and Chinchilla,PROGRAMMING,,"['constructive algorithms', 'dfs and similar', 'dp', 'dsu', 'greedy', 'implementation', 'trees']",1800
1833,F,Ira and Flamenco,PROGRAMMING,,"['combinatorics', 'constructive algorithms', 'data structures', 'implementation', 'math', 'sortings', 'two pointers']",1700
1833,E,Round Dance,PROGRAMMING,,"['dfs and similar', 'dsu', 'graphs', 'shortest paths']",1600
1833,D,Flipper,PROGRAMMING,,"['brute force', 'constructive algorithms', 'greedy']",1400
1833,C,Vlad Building Beautiful Array,PROGRAMMING,,"['greedy', 'math']",800
1833,B,Restore the Weather,PROGRAMMING,,"['greedy', 'sortings']",900
1833,A,Musical Puzzle,PROGRAMMING,,"['implementation', 'strings']",800
1832,F,Zombies,PROGRAMMING,,"['binary search', 'dp']",3200
1832,E,Combinatorics Problem,PROGRAMMING,,"['brute force', 'combinatorics', 'dp']",2200
1832,D2,Red-Blue Operations (Hard Version),PROGRAMMING,,"['binary search', 'constructive algorithms', 'greedy', 'implementation', 'math']",2400
1832,D1,Red-Blue Operations (Easy Version),PROGRAMMING,,"['binary search', 'greedy', 'implementation', 'math']",2100
1832,C,Contrast Value,PROGRAMMING,,"['greedy', 'implementation']",1200
1832,B,Maximum Sum,PROGRAMMING,,"['brute force', 'sortings', 'two pointers']",1100
1832,A,New Palindrome,PROGRAMMING,,['strings'],800
1831,B,Array merging,PROGRAMMING,750.0,"['constructive algorithms', 'greedy']",1000
1831,A,Twin Permutations,PROGRAMMING,500.0,['constructive algorithms'],800
1830,F,The Third Grace,PROGRAMMING,3500.0,"['data structures', 'dp']",3200
1830,E,Bully Sort,PROGRAMMING,3000.0,"['data structures', 'math']",3500
1830,D,Mex Tree,PROGRAMMING,2250.0,"['brute force', 'dp', 'trees']",2800
1830,C,Hyperregular Bracket Strings,PROGRAMMING,1750.0,"['combinatorics', 'greedy', 'hashing', 'math', 'number theory', 'sortings']",2400
1830,B,The BOSS Can Count Pairs,PROGRAMMING,1000.0,"['brute force', 'math']",2000
1830,A,Copil Copac Draws Trees,PROGRAMMING,500.0,"['dfs and similar', 'dp', 'graphs', 'trees']",1400
1829,H,Don't Blame Me,PROGRAMMING,,"['bitmasks', 'combinatorics', 'dp', 'math']",1700
1829,G,Hits Different,PROGRAMMING,,"['data structures', 'dp', 'implementation', 'math']",1600
1829,F,Forever Winter,PROGRAMMING,,"['dfs and similar', 'graphs', 'math']",1300
1829,E,The Lakes,PROGRAMMING,,"['dfs and similar', 'dsu', 'graphs', 'implementation']",1100
1829,D,Gold Rush,PROGRAMMING,,"['brute force', 'dfs and similar', 'dp', 'implementation']",1000
1829,C,Mr. Perfectly Fine,PROGRAMMING,,"['bitmasks', 'greedy', 'implementation']",800
1829,B,Blank Space,PROGRAMMING,,['implementation'],800
1829,A,Love Story,PROGRAMMING,,"['implementation', 'strings']",800
1828,B,Permutation Swap,PROGRAMMING,1000.0,"['math', 'number theory']",900
1828,A,Divisible Array,PROGRAMMING,500.0,"['constructive algorithms', 'math']",800
1827,F,Copium Permutation,PROGRAMMING,3500.0,"['constructive algorithms', 'data structures', 'greedy']",3500
1827,E,Bus Routes,PROGRAMMING,2500.0,"['binary search', 'constructive algorithms', 'dfs and similar', 'greedy', 'trees']",3400
1827,D,Two Centroids,PROGRAMMING,1750.0,"['data structures', 'dfs and similar', 'greedy', 'trees']",2800
1827,C,Palindrome Partition,PROGRAMMING,1500.0,"['binary search', 'brute force', 'data structures', 'dp', 'hashing', 'strings']",2600
1827,B2,Range Sorting (Hard Version),PROGRAMMING,750.0,"['binary search', 'data structures', 'dp', 'greedy']",2400
1827,B1,Range Sorting (Easy Version),PROGRAMMING,750.0,"['binary search', 'dp', 'dsu', 'greedy', 'trees', 'two pointers']",2000
1827,A,Counting Orders,PROGRAMMING,500.0,"['combinatorics', 'math', 'sortings', 'two pointers']",1100
1826,F,Fading into Fog,PROGRAMMING,3000.0,"['geometry', 'interactive', 'math', 'probabilities']",2800
1826,E,Walk the Runway,PROGRAMMING,2500.0,"['bitmasks', 'brute force', 'data structures', 'dp', 'graphs', 'implementation', 'sortings']",2400
1826,D,Running Miles,PROGRAMMING,2000.0,"['brute force', 'dp', 'greedy']",1700
1826,C,Dreaming of Freedom,PROGRAMMING,1500.0,"['greedy', 'math', 'number theory']",1300
1826,B,Lunatic Never Content,PROGRAMMING,1000.0,"['math', 'number theory']",1100
1826,A,Trust Nobody,PROGRAMMING,500.0,"['brute force', 'greedy', 'implementation', 'sortings']",1200
1825,B,LuoTianyi and the Table,PROGRAMMING,1000.0,"['greedy', 'math']",1000
1825,A,LuoTianyi and the Palindrome String,PROGRAMMING,500.0,"['greedy', 'strings']",800
1824,E,LuoTianyi and Cartridge,PROGRAMMING,3000.0,"['data structures', 'trees']",3500
1824,D,LuoTianyi and the Function,PROGRAMMING,2250.0,['data structures'],3000
1824,C,LuoTianyi and XOR-Tree,PROGRAMMING,1750.0,"['data structures', 'dfs and similar', 'dp', 'dsu', 'greedy', 'trees']",2500
1824,B2,LuoTianyi and the Floating Islands (Hard Version),PROGRAMMING,750.0,"['combinatorics', 'dfs and similar', 'math', 'probabilities', 'trees']",2300
1824,B1,LuoTianyi and the Floating Islands (Easy Version),PROGRAMMING,500.0,"['combinatorics', 'math', 'probabilities', 'trees']",1800
1824,A,LuoTianyi and the Show,PROGRAMMING,500.0,"['greedy', 'implementation']",1400
1823,F,Random Walk,PROGRAMMING,2500.0,"['dp', 'graphs', 'math', 'probabilities', 'trees']",2600
1823,E,Removing Graph,PROGRAMMING,2000.0,"['brute force', 'dp', 'games', 'graphs', 'math']",2500
1823,D,Unique Palindromes,PROGRAMMING,2000.0,"['constructive algorithms', 'math', 'strings']",1900
1823,C,Strongly Composite,PROGRAMMING,1250.0,"['greedy', 'math', 'number theory']",1300
1823,B,Sort with Step,PROGRAMMING,1000.0,"['brute force', 'math', 'sortings']",900
1823,A,A-characteristic,PROGRAMMING,500.0,"['combinatorics', 'constructive algorithms', 'math']",800
1822,G2,Magic Triples (Hard Version),PROGRAMMING,,"['brute force', 'data structures', 'math', 'number theory']",2200
1822,G1,Magic Triples (Easy Version),PROGRAMMING,,"['brute force', 'data structures', 'math', 'number theory']",1700
1822,F,Gardening Friends,PROGRAMMING,,"['brute force', 'dfs and similar', 'dp', 'graphs', 'trees']",1700
1822,E,Making Anti-Palindromes,PROGRAMMING,,"['greedy', 'math', 'strings']",1600
1822,D,Super-Permutation,PROGRAMMING,,"['constructive algorithms', 'math']",1200
1822,C,Bun Lover,PROGRAMMING,,['math'],800
1822,B,Karina and Array,PROGRAMMING,,"['greedy', 'math', 'sortings']",800
1822,A,TubeTube Feed,PROGRAMMING,,"['brute force', 'implementation']",800
1821,F,Timber,PROGRAMMING,,"['combinatorics', 'dp', 'fft', 'math']",2600
1821,E,Rearrange Brackets,PROGRAMMING,,"['brute force', 'dp', 'greedy', 'sortings', 'strings']",2100
1821,D,Black Cells,PROGRAMMING,,"['binary search', 'brute force', 'greedy', 'math']",1900
1821,C,Tear It Apart,PROGRAMMING,,"['brute force', 'implementation', 'math', 'strings']",1300
1821,B,Sort the Subarray,PROGRAMMING,,"['brute force', 'greedy']",1100
1821,A,Matching,PROGRAMMING,,"['combinatorics', 'math']",800
1820,B,JoJo's Incredible Adventures,PROGRAMMING,1000.0,"['math', 'strings', 'two pointers']",1100
1820,A,Yura's New Name,PROGRAMMING,500.0,"['implementation', 'strings']",800
1819,F,"Willy-nilly, Crack, Into Release!",PROGRAMMING,3000.0,"['data structures', 'dp']",3500
1819,E,Roads in E City,PROGRAMMING,2750.0,"['interactive', 'math', 'probabilities', 'trees']",3200
1819,D,Misha and Apples,PROGRAMMING,2000.0,"['brute force', 'data structures', 'dp', 'two pointers']",2800
1819,C,The Fox and the Complete Tree Traversal,PROGRAMMING,1500.0,"['constructive algorithms', 'dp', 'implementation', 'math', 'trees']",2400
1819,B,The Butcher,PROGRAMMING,1250.0,"['geometry', 'greedy', 'implementation', 'sortings', 'two pointers']",1900
1819,A,Constructive Problem,PROGRAMMING,750.0,"['brute force', 'greedy']",1300
1818,B,Indivisible,PROGRAMMING,1000.0,['constructive algorithms'],900
1818,A,Politics,PROGRAMMING,500.0,"['greedy', 'implementation']",800
1817,F,Entangled Substrings,PROGRAMMING,3000.0,"['string suffix structures', 'strings']",3500
1817,E,Half-sum,PROGRAMMING,2500.0,"['brute force', 'divide and conquer', 'greedy']",3400
1817,D,Toy Machine,PROGRAMMING,2000.0,"['constructive algorithms', 'games', 'implementation']",2700
1817,C,Similar Polynomials,PROGRAMMING,1250.0,"['combinatorics', 'math']",2400
1817,B,Fish Graph,PROGRAMMING,1000.0,"['brute force', 'constructive algorithms', 'dfs and similar', 'graphs']",1900
1817,A,Almost Increasing Subsequence,PROGRAMMING,500.0,"['binary search', 'data structures', 'greedy']",1500
1816,B,Grid Reconstruction,PROGRAMMING,1000.0,"['constructive algorithms', 'greedy']",1000
1816,A,Ian Visits Mary,PROGRAMMING,500.0,"['constructive algorithms', 'geometry', 'number theory']",800
1815,F,OH NO1 (-2-3-4),PROGRAMMING,3500.0,"['constructive algorithms', 'graphs', 'math']",3500
1815,E,Bosco and Particle,PROGRAMMING,3000.0,"['dp', 'math', 'number theory', 'strings']",3100
1815,D,XOR Counting,PROGRAMMING,2500.0,"['bitmasks', 'combinatorics', 'dp', 'math']",2600
1815,C,Between,PROGRAMMING,1750.0,"['constructive algorithms', 'dfs and similar', 'graphs', 'greedy']",2200
1815,B,Sum Graph,PROGRAMMING,1250.0,"['brute force', 'constructive algorithms', 'graphs', 'implementation', 'interactive', 'shortest paths', 'trees']",2000
1815,A,Ian and Array Sorting,PROGRAMMING,500.0,"['greedy', 'math']",1300
1814,F,Communication Towers,PROGRAMMING,,"['brute force', 'divide and conquer', 'dsu']",2700
1814,E,Chain Chips,PROGRAMMING,,"['data structures', 'dp', 'matrices']",2300
1814,D,Balancing Weapons,PROGRAMMING,,"['binary search', 'brute force', 'data structures', 'math', 'two pointers']",2500
1814,C,Search in Parallel,PROGRAMMING,,"['constructive algorithms', 'greedy', 'sortings']",1500
1814,B,Long Legs,PROGRAMMING,,"['brute force', 'math']",1700
1814,A,Coins,PROGRAMMING,,"['implementation', 'math']",800
1812,J,Unmysterious Language,PROGRAMMING,,"['*special', 'constructive algorithms', 'strings']",
1812,I,Mountain Climber,PROGRAMMING,,['*special'],
1812,H,Expected Twist,PROGRAMMING,,"['*special', 'interactive']",
1812,G,Colour Vision,PROGRAMMING,,"['*special', 'implementation']",
1812,F,Factorization,PROGRAMMING,,"['*special', 'number theory']",
1812,E,Not a Geometry Problem,PROGRAMMING,,"['*special', '*special', 'constructive algorithms', 'geometry', 'math']",
1812,D,Trivial Conjecture,PROGRAMMING,,"['*special', 'constructive algorithms', 'math', 'number theory']",
1812,C,Digits,PROGRAMMING,,['*special'],
1812,B,Was it Rated?,PROGRAMMING,,"['*special', '*special', '*special', 'brute force', 'implementation']",
1812,A,Are You a Robot?,PROGRAMMING,,"['*special', '*special', '*special', 'expression parsing', 'strings']",
1811,G2,Vlad and the Nice Paths (hard version),PROGRAMMING,,"['binary search', 'combinatorics', 'data structures', 'dp', 'math', 'two pointers']",2200
1811,G1,Vlad and the Nice Paths (easy version),PROGRAMMING,,"['combinatorics', 'dp', 'math']",2100
1811,F,Is It Flower?,PROGRAMMING,,"['dfs and similar', 'graphs', 'implementation']",2100
1811,E,Living Sequence,PROGRAMMING,,"['binary search', 'dp', 'math', 'number theory']",1500
1811,D,Umka and a Long Flight,PROGRAMMING,,"['constructive algorithms', 'implementation', 'math']",1600
1811,C,Restore the Array,PROGRAMMING,,"['constructive algorithms', 'greedy']",1100
1811,B,Conveyor Belts,PROGRAMMING,,"['implementation', 'math']",1000
1811,A,Insert Digit,PROGRAMMING,,"['greedy', 'math', 'strings']",800
1810,H,Last Number,PROGRAMMING,3500.0,"['combinatorics', 'math']",2900
1810,G,The Maximum Prefix,PROGRAMMING,3000.0,['dp'],3200
1810,F,M-tree,PROGRAMMING,2500.0,"['data structures', 'math', 'sortings', 'trees']",2800
1810,E,Monsters,PROGRAMMING,2000.0,"['brute force', 'data structures', 'dfs and similar', 'dsu', 'graphs', 'greedy']",2100
1810,D,Climbing the Tree,PROGRAMMING,1250.0,"['binary search', 'math']",1700
1810,C,Make It Permutation,PROGRAMMING,1000.0,"['brute force', 'greedy', 'sortings']",1300
1810,B,Candies,PROGRAMMING,750.0,"['constructive algorithms', 'math', 'number theory']",800
1810,A,Beautiful Sequence,PROGRAMMING,500.0,"['brute force', 'greedy']",800
1809,G,Prediction,PROGRAMMING,,"['combinatorics', 'dp', 'math']",2800
1809,F,Traveling in Berland,PROGRAMMING,,"['binary search', 'data structures', 'graphs', 'greedy', 'implementation']",2500
1809,E,Two Tanks,PROGRAMMING,,"['binary search', 'dp', 'implementation', 'math']",2400
1809,D,Binary String Sorting,PROGRAMMING,,"['constructive algorithms', 'greedy']",1800
1809,C,Sum on Subarrays,PROGRAMMING,,"['constructive algorithms', 'greedy', 'math']",1500
1809,B,Points on Plane,PROGRAMMING,,"['binary search', 'greedy', 'math']",1000
1809,A,Garland,PROGRAMMING,,['implementation'],800
1808,E3,Minibuses on Venus (hard version),PROGRAMMING,750.0,"['brute force', 'combinatorics', 'dp', 'math']",2800
1808,E2,Minibuses on Venus (medium version),PROGRAMMING,1000.0,"['combinatorics', 'divide and conquer', 'dp', 'matrices']",2500
1808,E1,Minibuses on Venus (easy version),PROGRAMMING,1750.0,"['combinatorics', 'divide and conquer', 'dp']",2200
1808,D,"Petya, Petya, Petr, and Palindromes",PROGRAMMING,1750.0,"['binary search', 'brute force', 'data structures', 'two pointers']",2100
1808,C,Unlucky Numbers,PROGRAMMING,1500.0,"['brute force', 'dp', 'greedy', 'implementation']",1900
1808,B,Playing in a Casino,PROGRAMMING,1000.0,"['math', 'sortings']",1200
1808,A,Lucky Numbers,PROGRAMMING,750.0,"['brute force', 'implementation']",900
1807,G2,Subsequence Addition (Hard Version),PROGRAMMING,,"['bitmasks', 'dp', 'greedy', 'implementation', 'sortings']",1100
1807,G1,Subsequence Addition (Easy Version),PROGRAMMING,,"['brute force', 'data structures', 'dp', 'greedy', 'implementation', 'sortings']",1100
1807,F,Bouncy Ball,PROGRAMMING,,"['brute force', 'dfs and similar', 'implementation']",1700
1807,E,Interview,PROGRAMMING,,"['binary search', 'implementation', 'interactive']",1300
1807,D,Odd Queries,PROGRAMMING,,"['data structures', 'implementation']",900
1807,C,Find and Replace,PROGRAMMING,,"['greedy', 'implementation', 'strings']",800
1807,B,Grab the Candies,PROGRAMMING,,['greedy'],800
1807,A,Plus or Minus,PROGRAMMING,,['implementation'],800
1806,F2,GCD Master (hard version),PROGRAMMING,1500.0,"['greedy', 'math', 'sortings']",2900
1806,F1,GCD Master (easy version),PROGRAMMING,2500.0,"['greedy', 'math', 'number theory', 'sortings']",2900
1806,E,Tree Master,PROGRAMMING,2250.0,"['brute force', 'data structures', 'dfs and similar', 'trees']",2200
1806,D,DSU Master,PROGRAMMING,2000.0,"['combinatorics', 'dp', 'dsu', 'math']",2500
1806,C,Sequence Master,PROGRAMMING,1750.0,"['brute force', 'constructive algorithms', 'math']",1600
1806,B,Mex Master,PROGRAMMING,1000.0,"['constructive algorithms', 'greedy']",900
1806,A,Walking Master,PROGRAMMING,500.0,"['geometry', 'greedy', 'math']",800
1805,F2,Survival of the Weakest (hard version),PROGRAMMING,1750.0,"['greedy', 'math', 'sortings', 'two pointers']",3100
1805,F1,Survival of the Weakest (easy version),PROGRAMMING,1750.0,"['binary search', 'brute force', 'implementation', 'math', 'sortings']",2600
1805,E,There Should Be a Lot of Maximums,PROGRAMMING,2250.0,"['brute force', 'data structures', 'dfs and similar', 'dp', 'trees', 'two pointers']",2300
1805,D,"A Wide, Wide Graph",PROGRAMMING,1750.0,"['dfs and similar', 'dp', 'graphs', 'greedy', 'trees']",1800
1805,C,Place for a Selfie,PROGRAMMING,1250.0,"['binary search', 'data structures', 'geometry', 'math']",1400
1805,B,The String Has a Target,PROGRAMMING,750.0,"['greedy', 'strings']",800
1805,A,We Need the Zero,PROGRAMMING,500.0,"['bitmasks', 'brute force']",800
1804,H,Code Lock,PROGRAMMING,3500.0,"['bitmasks', 'dp']",3300
1804,G,Flow Control,PROGRAMMING,3500.0,"['data structures', 'dsu', 'implementation']",3500
1804,F,Approximate Diameter,PROGRAMMING,2750.0,"['binary search', 'divide and conquer', 'graphs', 'shortest paths']",2700
1804,E,Routing,PROGRAMMING,2000.0,"['bitmasks', 'brute force', 'dfs and similar', 'dp', 'graphs']",2400
1804,D,Accommodation,PROGRAMMING,1500.0,"['brute force', 'dp', 'greedy', 'implementation']",2000
1804,C,Pull Your Luck,PROGRAMMING,1000.0,"['brute force', 'greedy', 'math', 'number theory']",1500
1804,B,Vaccination,PROGRAMMING,1000.0,"['greedy', 'implementation']",1000
1804,A,Lame King,PROGRAMMING,500.0,"['greedy', 'math']",800
1802,B,Settlement of Guinea Pigs,PROGRAMMING,750.0,"['greedy', 'implementation', 'math']",1000
1802,A,Likes,PROGRAMMING,500.0,"['greedy', 'implementation']",800
1801,G,A task for substrings,PROGRAMMING,3500.0,"['data structures', 'string suffix structures', 'strings']",3400
1801,F,Another n-dimensional chocolate bar,PROGRAMMING,3500.0,"['dp', 'math', 'meet-in-the-middle', 'number theory']",2700
1801,E,Gasoline prices,PROGRAMMING,2500.0,"['data structures', 'divide and conquer', 'dsu', 'hashing', 'trees']",3000
1801,D,The way home,PROGRAMMING,1750.0,"['binary search', 'data structures', 'dp', 'graphs', 'greedy', 'shortest paths', 'sortings']",2100
1801,C,Music Festival,PROGRAMMING,1250.0,"['binary search', 'data structures', 'dp', 'greedy', 'sortings']",1900
1801,B,Buying gifts,PROGRAMMING,1000.0,"['data structures', 'greedy', 'sortings']",1800
1801,A,The Very Beautiful Blanket,PROGRAMMING,500.0,"['bitmasks', 'constructive algorithms']",1600
1800,G,Symmetree,PROGRAMMING,,"['dfs and similar', 'hashing', 'implementation', 'trees']",2200
1800,F,Dasha and Nightmares,PROGRAMMING,,"['bitmasks', 'hashing', 'meet-in-the-middle', 'strings']",1900
1800,E2,Unforgivable Curse (hard version),PROGRAMMING,,"['brute force', 'constructive algorithms', 'dfs and similar', 'dsu', 'graphs', 'greedy', 'strings']",1500
1800,E1,Unforgivable Curse (easy version),PROGRAMMING,,"['brute force', 'constructive algorithms', 'dsu', 'graphs', 'greedy', 'strings']",1400
1800,D,Remove Two Letters,PROGRAMMING,,"['data structures', 'greedy', 'hashing', 'strings']",1200
1800,C2,Powering the Hero (hard version),PROGRAMMING,,"['data structures', 'greedy']",1100
1800,C1,Powering the Hero (easy version),PROGRAMMING,,"['data structures', 'greedy']",1000
1800,B,Count the Number of Pairs,PROGRAMMING,,"['greedy', 'strings']",1000
1800,A,Is It a Cat?,PROGRAMMING,,"['implementation', 'strings']",800
1799,H,Tree Cutting,PROGRAMMING,3500.0,"['bitmasks', 'dfs and similar', 'dp']",3200
1799,G,Count Voting,PROGRAMMING,3000.0,"['combinatorics', 'dp', 'math']",2600
1799,F,Halve or Subtract,PROGRAMMING,2500.0,"['binary search', 'brute force', 'dp', 'greedy', 'sortings']",2700
1799,E,City Union,PROGRAMMING,2250.0,"['constructive algorithms', 'dfs and similar', 'dsu', 'geometry', 'greedy', 'implementation', 'math']",2300
1799,D2,Hot Start Up (hard version),PROGRAMMING,750.0,"['data structures', 'dp']",2100
1799,D1,Hot Start Up (easy version),PROGRAMMING,1500.0,['dp'],1900
1799,C,Double Lexicographically Minimum,PROGRAMMING,1500.0,"['greedy', 'strings']",1700
1799,B,Equalize by Divide,PROGRAMMING,1000.0,"['brute force', 'constructive algorithms', 'greedy', 'math']",1200
1799,A,Recent Actions,PROGRAMMING,500.0,"['data structures', 'greedy', 'implementation', 'math']",800
1798,F,Gifts from Grandfather Ahmed,PROGRAMMING,3000.0,"['dp', 'math', 'number theory']",2500
1798,E,Multitest Generator,PROGRAMMING,2250.0,"['brute force', 'dp']",2300
1798,D,Shocking Arrangement,PROGRAMMING,1750.0,"['constructive algorithms', 'greedy', 'math']",1600
1798,C,Candy Store,PROGRAMMING,1250.0,"['greedy', 'math', 'number theory']",1700
1798,B,Three Sevens,PROGRAMMING,750.0,"['brute force', 'data structures', 'greedy', 'implementation']",1000
1798,A,Showstopper,PROGRAMMING,500.0,"['greedy', 'implementation', 'sortings']",800
1797,F,Li Hua and Path,PROGRAMMING,3000.0,"['data structures', 'dfs and similar', 'divide and conquer', 'dsu', 'trees']",3000
1797,E,Li Hua and Array,PROGRAMMING,2250.0,"['brute force', 'data structures', 'dsu', 'math', 'number theory', 'two pointers']",2300
1797,D,Li Hua and Tree,PROGRAMMING,1750.0,"['brute force', 'data structures', 'dfs and similar', 'dp', 'implementation', 'trees']",1900
1797,C,Li Hua and Chess,PROGRAMMING,1500.0,"['constructive algorithms', 'greedy', 'interactive']",1600
1797,B,Li Hua and Pattern,PROGRAMMING,1000.0,"['constructive algorithms', 'greedy']",1100
1797,A,Li Hua and Maze,PROGRAMMING,500.0,"['constructive algorithms', 'flows', 'graphs', 'greedy', 'implementation']",800
1796,F,Strange Triples,PROGRAMMING,,"['brute force', 'math', 'number theory']",2900
1796,E,Colored Subgraphs,PROGRAMMING,,"['dfs and similar', 'dp', 'games', 'greedy', 'trees']",2500
1796,D,Maximum Subarray,PROGRAMMING,,"['data structures', 'dp', 'greedy', 'two pointers']",2000
1796,C,Maximum Set,PROGRAMMING,,"['binary search', 'math']",1600
1796,B,Asterisk-Minor Template,PROGRAMMING,,"['implementation', 'strings']",1000
1796,A,Typical Interview Problem,PROGRAMMING,,"['brute force', 'implementation', 'strings']",800
1795,G,Removal Sequences,PROGRAMMING,,"['bitmasks', 'dfs and similar', 'graphs']",2700
1795,F,Blocking Chips,PROGRAMMING,,"['binary search', 'constructive algorithms', 'dfs and similar', 'greedy', 'trees']",2400
1795,E,Explosions?,PROGRAMMING,,"['binary search', 'data structures', 'dp', 'greedy', 'math']",2200
1795,D,Triangle Coloring,PROGRAMMING,,"['combinatorics', 'math']",1600
1795,C,Tea Tasting,PROGRAMMING,,"['binary search', 'data structures', 'implementation']",1500
1795,B,Ideal Point,PROGRAMMING,,"['brute force', 'geometry', 'greedy']",900
1795,A,Two Towers,PROGRAMMING,,"['brute force', 'implementation', 'strings']",800
1794,E,Labeling the Tree with Distances,PROGRAMMING,2750.0,"['data structures', 'dp', 'greedy', 'hashing', 'implementation', 'trees']",2400
1794,D,Counting Factorizations,PROGRAMMING,2000.0,"['combinatorics', 'divide and conquer', 'dp', 'math', 'number theory']",1900
1794,C,Scoring Subsequences,PROGRAMMING,1250.0,"['binary search', 'greedy', 'math', 'two pointers']",1300
1794,B,Not Dividing,PROGRAMMING,1000.0,"['constructive algorithms', 'greedy', 'math']",900
1794,A,Prefix and Suffix Array,PROGRAMMING,750.0,['strings'],800
1793,F,Rebrending,PROGRAMMING,3250.0,"['brute force', 'data structures', 'divide and conquer', 'implementation']",2600
1793,E,Velepin and Marketing,PROGRAMMING,2500.0,"['binary search', 'data structures', 'dp', 'greedy', 'sortings', 'two pointers']",2600
1793,D,Moscow Gorillas,PROGRAMMING,1750.0,"['binary search', 'dp', 'greedy', 'implementation', 'math', 'two pointers']",1800
1793,C,Dora and Search,PROGRAMMING,1250.0,"['constructive algorithms', 'data structures', 'two pointers']",1200
1793,B,Fedya and Array,PROGRAMMING,1000.0,"['constructive algorithms', 'math']",1100
1793,A,Yet Another Promotion,PROGRAMMING,500.0,"['greedy', 'math']",800
1792,F2,Graph Coloring (hard version),PROGRAMMING,,"['brute force', 'combinatorics', 'divide and conquer', 'dp', 'fft', 'graphs']",2900
1792,F1,Graph Coloring (easy version),PROGRAMMING,,"['combinatorics', 'dp', 'graphs']",2700
1792,E,Divisors and Table,PROGRAMMING,,"['brute force', 'dfs and similar', 'dp', 'number theory']",2400
1792,D,Fixed Prefix Permutations,PROGRAMMING,,"['binary search', 'bitmasks', 'data structures', 'hashing', 'math', 'sortings']",1700
1792,C,Min Max Sort,PROGRAMMING,,"['binary search', 'brute force', 'greedy', 'math', 'two pointers']",1500
1792,B,Stand-up Comedian,PROGRAMMING,,"['greedy', 'math']",1200
1792,A,GamingForces,PROGRAMMING,,"['greedy', 'sortings']",800
1791,G2,Teleporters (Hard Version),PROGRAMMING,,"['binary search', 'greedy', 'sortings']",1900
1791,G1,Teleporters (Easy Version),PROGRAMMING,,"['greedy', 'sortings']",1100
1791,F,Range Update Point Query,PROGRAMMING,,"['binary search', 'brute force', 'data structures']",1500
1791,E,Negatives and Positives,PROGRAMMING,,"['dp', 'greedy', 'sortings']",1100
1791,D,Distinct Split,PROGRAMMING,,"['brute force', 'greedy', 'strings']",1000
1791,C,Prepend and Append,PROGRAMMING,,"['implementation', 'two pointers']",800
1791,B,Following Directions,PROGRAMMING,,"['geometry', 'implementation']",800
1791,A,Codeforces Checking,PROGRAMMING,,"['implementation', 'strings']",800
1790,G,Tokens on Graph,PROGRAMMING,,"['constructive algorithms', 'dfs and similar', 'graphs', 'shortest paths']",2300
1790,F,Timofey and Black-White Tree,PROGRAMMING,,"['brute force', 'dfs and similar', 'divide and conquer', 'graphs', 'greedy', 'math', 'shortest paths', 'trees']",2100
1790,E,Vlad and a Pair of Numbers,PROGRAMMING,,"['bitmasks', 'constructive algorithms']",1400
1790,D,Matryoshkas,PROGRAMMING,,"['data structures', 'greedy', 'sortings']",1200
1790,C,Premutation,PROGRAMMING,,"['brute force', 'implementation', 'math']",1000
